component_number	matrix_partition
389	Borowiec2015_Total1080OG931.fasta.aln_gene1016,Dunn2008Tribe1136,Hejnol2009Tribe1245_0,Ryan2013_estgene178,
390	Ryan2013_estgene308,Borowiec2015_Total1080OG956.fasta.aln_gene1041,Simion2017V2META10532-2-42-Calc_Hmm10-BMGE05,Ryan2013_estgene254,
391	Ryan2013_estgene45,Hejnol2009Tribe3412_0,Simion2017V2META16393-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG960.fasta.aln_gene1046,
392	Whelan2015_D1Gene_0927,Whelan2015_D20Gene_0927,Whelan2015_D10Gene_0927,Borowiec2015_Total1080OG988.fasta.aln_gene1070,
393	Philippe2009Gene_0015,Nosenko2013_ribo_14615KOG0469,Chang2015ef2_01,Ryan2013_estgene110,
394	Philippe2009Gene_0018,Nosenko2013_ribo_14615KOG0857,Chang2015grc5,Nosenko2013_ribo_11057KOG0857,
395	Chang2015hsp90,Simion2017V2META10445-1-42-Calc_Hmm10-BMGE05,Philippe2009Gene_0021,Nosenko2013_nonribo_9187KOG0019,
396	Whelan2017_fullSubset25_02,Philippe2009Gene_0035,Chang2015nsf2_01,Simion2017V2META11663-2-42-Calc_Hmm10-BMGE05,
397	Chang2015rpl1,Philippe2009Gene_0051,Nosenko2013_ribo_11057KOG1475,Nosenko2013_ribo_14615KOG1475,
398	Chang2015rpl11b,Philippe2009Gene_0052,Nosenko2013_ribo_11057KOG0397,Nosenko2013_ribo_14615KOG0397,
399	Chang2015rpl24_01,Nosenko2013_ribo_14615KOG1722,Philippe2009Gene_0066,Ryan2013_estgene359,
400	Nosenko2013_ribo_11057KOG3499,Chang2015rpl38,Nosenko2013_ribo_14615KOG3499,Philippe2009Gene_0080,
401	Philippe2009Gene_0081,Chang2015rpl39,Nosenko2013_ribo_14615KOG0002,Nosenko2013_ribo_11057KOG0002,
402	Nosenko2013_ribo_11057KOG1475_01,Philippe2009Gene_0084,Chang2015rpl4B,Nosenko2013_ribo_14615KOG1475_01,
403	Philippe2009Gene_0086,Nosenko2013_ribo_14615KOG1694,Nosenko2013_ribo_11057KOG1694,Chang2015rpl6,
404	Philippe2009Gene_0087,Nosenko2013_ribo_11057KOG3184,Chang2015rpl7,Nosenko2013_ribo_14615KOG3184,
405	Simion2017V2META10274-1-42-Calc_Hmm10-BMGE05,Whelan2015_D10Gene_1021,Chang2015rpo_01,Whelan2015_D1Gene_1021,
406	Nosenko2013_ribo_14615KOG0877,Nosenko2013_ribo_11057KOG0877,Philippe2009Gene_0100,Chang2015rps2,
407	Chang2015rps3,Nosenko2013_ribo_11057KOG3181,Philippe2009Gene_0111,Nosenko2013_ribo_14615KOG3181,
408	Philippe2009Gene_0114,Nosenko2013_ribo_14615KOG1646,Chang2015rps6,Nosenko2013_ribo_11057KOG1646,
409	Nosenko2013_ribo_11057KOG3320,Philippe2009Gene_0115,Nosenko2013_ribo_14615KOG3320,Chang2015rps7,
410	Nosenko2013_ribo_14615KOG3301,Nosenko2013_ribo_11057KOG3301,Philippe2009Gene_0117,Chang2015rps9,
411	Philippe2009Gene_0119,Nosenko2013_ribo_11057KOG0830,Chang2015sap40,Nosenko2013_ribo_14615KOG0830,
412	Chang2015tribe1121,Dunn2008Tribe1121,Hejnol2009Tribe1461_0,Ryan2013_estgene28,
413	Chang2015tribe629,Whelan2017_fullSubset34_01,Hejnol2009Tribe2555_0,Simion2017V2META16516-42-Calc_Hmm10-BMGE05,
414	Chang2015tribe765,Hejnol2009Tribe856_0,Ryan2013_estgene183,Dunn2008Tribe765,
415	Chang2015tribe768,Dunn2008Tribe768,Hejnol2009Tribe987_0,Hejnol2009Tribe2100_0,
416	Hejnol2009Tribe1019_0,Dunn2008Tribe801,Ryan2013_estgene113,Chang2015tribe801,
417	Hejnol2009Tribe1183_0,Simion2017V2META14586-42-Calc_Hmm10-BMGE05,Dunn2008Tribe832,Chang2015tribe832,
418	Dunn2008Tribe965,Ryan2013_estgene366,Chang2015tribe965,Hejnol2009Tribe1246_0,
419	Simion2017V2META13603-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe1182_0,Dunn2008Tribe1046,Ryan2013_estgene20,
420	Nosenko2013_ribo_11057KOG3271,Philippe2009Gene_0016,Dunn2008Tribe352,Nosenko2013_ribo_14615KOG3271,
421	Hejnol2009Tribe1022_0,Dunn2008Tribe831,Simion2017V2META13345-42-Calc_Hmm10-BMGE05,Ryan2013_estgene52,
422	Hejnol2009Tribe1315_0,Whelan2017_strictSubset21,Simion2017V2META14666-42-Calc_Hmm10-BMGE05,Ryan2013_estgene383,
423	Hejnol2009Tribe1397_0,Ryan2013_estgene62,Nosenko2013_ribo_14615KOG2314,Simion2017V2META13753-42-Calc_Hmm10-BMGE05,
424	Moroz2014_3d686,Ryan2013_estgene326,Simion2017V2META12272-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe1819_0,
425	Hejnol2009Tribe1867_0,Whelan2015_D1Gene_0128,Whelan2015_D20Gene_0128,Whelan2015_D10Gene_0128,
426	Whelan2015_D1Gene_0141,Hejnol2009Tribe1911_0,Whelan2015_D10Gene_0141,Whelan2015_D20Gene_0141,
427	Hejnol2009Tribe1989_0,Whelan2015_D1Gene_0053,Whelan2015_D20Gene_0053,Whelan2015_D10Gene_0053,
428	Hejnol2009Tribe2037_0,Simion2017V2META17551-42-Calc_Hmm10-BMGE05,Ryan2013_estgene241,Whelan2017_fullSubset11_04,
429	Hejnol2009Tribe2093_0,Whelan2015_D20Gene_0058,Whelan2015_D1Gene_0058,Whelan2015_D10Gene_0058,
430	Hejnol2009Tribe2135_0,Ryan2013_estgene378,Simion2017V2META13666-42-Calc_Hmm10-BMGE05,Whelan2017_fullSubset5_11,
431	Whelan2015_D1Gene_0098,Hejnol2009Tribe2765_0,Whelan2015_D20Gene_0098,Whelan2015_D10Gene_0098,
432	Ryan2013_estgene142,Simion2017V2META14853-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2784_0,Whelan2017_fullSubset26_03,
433	Whelan2015_D10Gene_0450,Hejnol2009Tribe2820_0,Whelan2015_D1Gene_0450,Whelan2015_D20Gene_0450,
434	Hejnol2009Tribe2944_0,Simion2017V2META13978-42-Calc_Hmm10-BMGE05,Simion2017V2META12471-42-Calc_Hmm10-BMGE05,Whelan2017_strictSubset17_01,
435	Whelan2015_D1Gene_0604,Moroz2014_3d604,Hejnol2009Tribe4136_0,Whelan2015_D10Gene_0604,
436	Whelan2015_D10Gene_0608,Whelan2015_D1Gene_0608,Whelan2015_D20Gene_0608,Hejnol2009Tribe4327_0,
437	Whelan2017_fullSubset4_14,Simion2017V2META14213-42-Calc_Hmm10-BMGE05,Ryan2013_estgene405,Hejnol2009Tribe4670_0,
438	Whelan2015_D1Gene_0157,Whelan2015_D10Gene_0157,Simion2017V2META12074-42-Calc_Hmm10-BMGE05,Moroz2014_3d157,
439	Whelan2015_D1Gene_0178,Moroz2014_3d178,Simion2017V2META14720-42-Calc_Hmm10-BMGE05,Whelan2015_D10Gene_0178,
440	Whelan2017_fullSubset27_01,Whelan2015_D1Gene_0309,Moroz2014_3d309,Simion2017V2META10664-1-1-42-Calc_Hmm10-BMGE05,
441	Moroz2014_3d379,Whelan2015_D10Gene_0379,Whelan2015_D1Gene_0379,Whelan2015_D20Gene_0379,
442	Whelan2015_D10Gene_0615,Simion2017V2META12670-42-Calc_Hmm10-BMGE05,Moroz2014_3d615,Whelan2015_D1Gene_0615,
443	Whelan2015_D1Gene_0793,Whelan2015_D10Gene_0793,Moroz2014_3d793,Whelan2015_D20Gene_0793,
444	Nosenko2013_nonribo_9187KOG2772,Whelan2015_D20Gene_0340,Whelan2015_D1Gene_0340,Whelan2015_D10Gene_0340,
445	Whelan2015_D1Gene_0625,Simion2017V2META11778-42-Calc_Hmm10-BMGE05,Whelan2015_D20Gene_0625,Whelan2015_D10Gene_0625,
446	Whelan2015_D1Gene_0565,Whelan2015_D20Gene_0565,Whelan2015_D10Gene_0565,Simion2017V2META11824-42-Calc_Hmm10-BMGE05,
447	Simion2017V2META12095-42-Calc_Hmm10-BMGE05,Whelan2015_D10Gene_0401,Whelan2015_D1Gene_0401,Whelan2015_D20Gene_0401,
448	Whelan2017_fullSubset10_07,Simion2017V2META12469-2-42-Calc_Hmm10-BMGE05,Whelan2015_D1Gene_0493,Simion2017V2META12136-42-Calc_Hmm10-BMGE05,
449	Whelan2015_D1Gene_0536,Whelan2015_D20Gene_0536,Whelan2015_D10Gene_0536,Simion2017V2META12711-42-Calc_Hmm10-BMGE05,
450	Simion2017V2META13111-42-Calc_Hmm10-BMGE05,Whelan2015_D1Gene_0541,Whelan2015_D20Gene_0541,Whelan2015_D10Gene_0541,
451	Whelan2015_D1Gene_0513,Simion2017V2META13329-42-Calc_Hmm10-BMGE05,Whelan2015_D10Gene_0513,Whelan2015_D20Gene_0513,
452	Whelan2017_fullSubset6_02,Whelan2015_D10Gene_0131,Whelan2015_D1Gene_0131,Whelan2015_D20Gene_0131,
453	Borowiec2015_Best108OG1004.fasta.aln_gene1,Simion2017V2META13438-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG1004.fasta.aln_gene4,
454	Ryan2013_estgene31,Borowiec2015_Best108OG120.fasta.aln_gene12,Borowiec2015_Total1080OG120.fasta.aln_gene161,
455	Simion2017V2META12701-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG139.fasta.aln_gene178,Borowiec2015_Best108OG139.fasta.aln_gene14,
456	Ryan2013_estgene345,Borowiec2015_Best108OG190.fasta.aln_gene19,Borowiec2015_Total1080OG190.fasta.aln_gene231,
457	Borowiec2015_Best108OG198.fasta.aln_gene20,Borowiec2015_Total1080OG198.fasta.aln_gene239,Simion2017V2META13821-42-Calc_Hmm10-BMGE05,
458	Borowiec2015_Total1080OG201.fasta.aln_gene244,Borowiec2015_Best108OG201.fasta.aln_gene21,Hejnol2009Tribe2563_0,
459	Borowiec2015_Best108OG211.fasta.aln_gene24,Simion2017V2META11882-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG211.fasta.aln_gene255,
460	Borowiec2015_Best108OG250.fasta.aln_gene27,Borowiec2015_Total1080OG250.fasta.aln_gene297,Simion2017V2META12522-42-Calc_Hmm10-BMGE05,
461	Borowiec2015_Total1080OG270.fasta.aln_gene318,Borowiec2015_Best108OG270.fasta.aln_gene31,Hejnol2009Tribe1968_0,
462	Borowiec2015_Best108OG335.fasta.aln_gene40,Borowiec2015_Total1080OG335.fasta.aln_gene387,Nosenko2013_nonribo_9187KOG2541,
463	Simion2017V2META12519-42-Calc_Hmm10-BMGE05,Borowiec2015_Best108OG364.fasta.aln_gene41,Borowiec2015_Total1080OG364.fasta.aln_gene418,
464	Ryan2013_estgene341,Borowiec2015_Total1080OG366.fasta.aln_gene420,Borowiec2015_Best108OG366.fasta.aln_gene43,
465	Borowiec2015_Best108OG379.fasta.aln_gene46,Simion2017V2META14298-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG379.fasta.aln_gene433,
466	Simion2017V2META11875-42-Calc_Hmm10-BMGE05,Borowiec2015_Best108OG467.fasta.aln_gene57,Borowiec2015_Total1080OG467.fasta.aln_gene528,
467	Borowiec2015_Best108OG557.fasta.aln_gene69,Borowiec2015_Total1080OG557.fasta.aln_gene619,Simion2017V2META12777-42-Calc_Hmm10-BMGE05,
468	Borowiec2015_Best108OG649.fasta.aln_gene82,Simion2017V2META11271-1-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG649.fasta.aln_gene714,
469	Borowiec2015_Total1080OG654.fasta.aln_gene720,Borowiec2015_Best108OG654.fasta.aln_gene83,Simion2017V2META15045-42-Calc_Hmm10-BMGE05,
470	Borowiec2015_Total1080OG66.fasta.aln_gene737,Simion2017V2META10079-2-42-Calc_Hmm10-BMGE05,Borowiec2015_Best108OG66.fasta.aln_gene84,
471	Simion2017V2META14921-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG1019.fasta.aln_gene19,Hejnol2009Tribe4152_0,
472	Borowiec2015_Total1080OG102.fasta.aln_gene27,Simion2017V2META14832-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe1398_0,
473	Simion2017V2META13869-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3854_0,Borowiec2015_Total1080OG1021.fasta.aln_gene21,
474	Borowiec2015_Total1080OG1023.fasta.aln_gene22,Simion2017V2META14538-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe1906_0,
475	Borowiec2015_Total1080OG1025.fasta.aln_gene24,Simion2017V2META13836-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe4943_0,
476	Borowiec2015_Total1080OG1041.fasta.aln_gene38,Hejnol2009Tribe5207_0,Simion2017V2META14399-42-Calc_Hmm10-BMGE05,
477	Simion2017V2META14497-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3323_0,Borowiec2015_Total1080OG1042.fasta.aln_gene39,
478	Hejnol2009Tribe1784_0,Borowiec2015_Total1080OG1050.fasta.aln_gene48,Simion2017V2META17566-42-Calc_Hmm10-BMGE05,
479	Borowiec2015_Total1080OG1057.fasta.aln_gene53,Simion2017V2META15368-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe4727_0,
480	Ryan2013_estgene27,Ryan2013_estgene220,Borowiec2015_Total1080OG1115.fasta.aln_gene107,
481	Borowiec2015_Total1080OG1116.fasta.aln_gene108,Hejnol2009Tribe2454_0,Simion2017V2META14594-42-Calc_Hmm10-BMGE05,
482	Simion2017V2META11305-2-42-Calc_Hmm10-BMGE05,Simion2017V2META11305-1-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG1122.fasta.aln_gene114,
483	Simion2017V2META11031-2-2-42-Calc_Hmm10-BMGE05,Simion2017V2META11031-1-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG1125.fasta.aln_gene116,
484	Simion2017V2META11066-2-42-Calc_Hmm10-BMGE05,Ryan2013_estgene68,Borowiec2015_Total1080OG1131.fasta.aln_gene123,
485	Ryan2013_estgene272,Simion2017V2META13382-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG1136.fasta.aln_gene128,
486	Whelan2015_D10Gene_0092,Whelan2015_D1Gene_0092,Borowiec2015_Total1080OG1145.fasta.aln_gene137,
487	Simion2017V2META11232-2-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG1147.fasta.aln_gene139,Chang2015pyrdehydroe1b,
488	Borowiec2015_Total1080OG115.fasta.aln_gene153,Simion2017V2META10062-2-1-42-Calc_Hmm10-BMGE05,Simion2017V2META10062-2-2-2-2-1-42-Calc_Hmm10-BMGE05,
489	Ryan2013_estgene22,Borowiec2015_Total1080OG119.fasta.aln_gene159,Simion2017V2META13680-42-Calc_Hmm10-BMGE05,
490	Whelan2017_fullSubset32_02,Borowiec2015_Total1080OG124.fasta.aln_gene164,Whelan2015_D1Gene_0522,
491	Ryan2013_estgene162,Borowiec2015_Total1080OG125.fasta.aln_gene165,Simion2017V2META12658-42-Calc_Hmm10-BMGE05,
492	Simion2017V2META10834-1-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG13.fasta.aln_gene179,Hejnol2009Tribe7278_0,
493	Borowiec2015_Total1080OG147.fasta.aln_gene186,Simion2017V2META11764-2-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2947_0,
494	Borowiec2015_Total1080OG152.fasta.aln_gene192,Simion2017V2META13813-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe4109_0,
495	Nosenko2013_ribo_11057KOG1627,Nosenko2013_ribo_14615KOG1627,Borowiec2015_Total1080OG164.fasta.aln_gene205,
496	Borowiec2015_Total1080OG169.fasta.aln_gene208,Ryan2013_estgene185,Simion2017V2META14608-42-Calc_Hmm10-BMGE05,
497	Chang2015ef2,Simion2017V2META12336-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG178.fasta.aln_gene218,
498	Hejnol2009Tribe1869_0,Borowiec2015_Total1080OG183.fasta.aln_gene224,Simion2017V2META13011-42-Calc_Hmm10-BMGE05,
499	Ryan2013_estgene216,Whelan2017_fullSubset8_02,Borowiec2015_Total1080OG200.fasta.aln_gene243,
500	Borowiec2015_Total1080OG22.fasta.aln_gene274,Hejnol2009Tribe1505_0,Simion2017V2META14171-42-Calc_Hmm10-BMGE05,
501	Borowiec2015_Total1080OG223.fasta.aln_gene267,Hejnol2009Tribe2349_0,Simion2017V2META13196-42-Calc_Hmm10-BMGE05,
502	Borowiec2015_Total1080OG226.fasta.aln_gene270,Simion2017V2META12309-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2962_0,
503	Simion2017V2META13625-42-Calc_Hmm10-BMGE05,Ryan2013_estgene389,Borowiec2015_Total1080OG236.fasta.aln_gene281,
504	Borowiec2015_Total1080OG289.fasta.aln_gene338,Borowiec2015_Total1080OG238.fasta.aln_gene283,Simion2017V2META12974-42-Calc_Hmm10-BMGE05,
505	Hejnol2009Tribe2959_0,Borowiec2015_Total1080OG241.fasta.aln_gene287,Simion2017V2META12985-42-Calc_Hmm10-BMGE05,
506	Borowiec2015_Total1080OG252.fasta.aln_gene299,Chang2015tribe320,Dunn2008Tribe320,
507	Borowiec2015_Total1080OG267.fasta.aln_gene315,Hejnol2009Tribe3207_0,Simion2017V2META13631-42-Calc_Hmm10-BMGE05,
508	Borowiec2015_Total1080OG272.fasta.aln_gene320,Whelan2015_D1Gene_0632,Moroz2014_3d632,
509	Hejnol2009Tribe4185_0,Simion2017V2META13955-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG280.fasta.aln_gene329,
510	Hejnol2009Tribe4760_0,Borowiec2015_Total1080OG283.fasta.aln_gene332,Simion2017V2META16136-42-Calc_Hmm10-BMGE05,
511	Borowiec2015_Total1080OG284.fasta.aln_gene333,Hejnol2009Tribe2849_0,Simion2017V2META14953-42-Calc_Hmm10-BMGE05,
512	Borowiec2015_Total1080OG304.fasta.aln_gene355,Simion2017V2META13445-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2175_0,
513	Ryan2013_estgene66,Borowiec2015_Total1080OG313.fasta.aln_gene365,Dunn2008Tribe460,
514	Borowiec2015_Total1080OG320.fasta.aln_gene372,Moroz2014_3d935,Simion2017V2META13748-2-42-Calc_Hmm10-BMGE05,
515	Ryan2013_estgene400,Borowiec2015_Total1080OG323.fasta.aln_gene375,Hejnol2009Tribe2017_0,
516	Borowiec2015_Total1080OG328.fasta.aln_gene380,Hejnol2009Tribe4938_0,Simion2017V2META14022-42-Calc_Hmm10-BMGE05,
517	Hejnol2009Tribe2332_0,Simion2017V2META13633-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG331.fasta.aln_gene383,
518	Borowiec2015_Total1080OG333.fasta.aln_gene385,Simion2017V2META14082-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe1404_0,
519	Borowiec2015_Total1080OG342.fasta.aln_gene395,Simion2017V2META13010-42-Calc_Hmm10-BMGE05,Ryan2013_estgene13,
520	Simion2017V2META14933-42-Calc_Hmm10-BMGE05,Dunn2008Tribe532,Borowiec2015_Total1080OG344.fasta.aln_gene397,
521	Borowiec2015_Total1080OG347.fasta.aln_gene400,Simion2017V2META13611-42-Calc_Hmm10-BMGE05,Ryan2013_estgene148,
522	Borowiec2015_Total1080OG348.fasta.aln_gene401,Ryan2013_estgene322,Simion2017V2META13788-42-Calc_Hmm10-BMGE05,
523	Simion2017V2META11295-1-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG386.fasta.aln_gene441,Ryan2013_estgene58,
524	Borowiec2015_Total1080OG388.fasta.aln_gene443,Simion2017V2META15421-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2592_0,
525	Borowiec2015_Total1080OG391.fasta.aln_gene447,Simion2017V2META14974-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2963_0,
526	Hejnol2009Tribe1286_0,Borowiec2015_Total1080OG397.fasta.aln_gene453,Dunn2008Tribe1006,
527	Borowiec2015_Total1080OG402.fasta.aln_gene460,Simion2017V2META13470-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2912_0,
528	Borowiec2015_Total1080OG418.fasta.aln_gene477,Simion2017V2META11673-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2647_0,
529	Hejnol2009Tribe3735_0,Borowiec2015_Total1080OG433.fasta.aln_gene494,Simion2017V2META14460-42-Calc_Hmm10-BMGE05,
530	Hejnol2009Tribe2054_0,Borowiec2015_Total1080OG439.fasta.aln_gene499,Simion2017V2META12678-42-Calc_Hmm10-BMGE05,
531	Borowiec2015_Total1080OG446.fasta.aln_gene507,Simion2017V2META12435-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2567_0,
532	Simion2017V2META12720-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG447.fasta.aln_gene508,Ryan2013_estgene186,
533	Simion2017V2META14086-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe1969_0,Borowiec2015_Total1080OG449.fasta.aln_gene510,
534	Simion2017V2META15050-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2977_0,Borowiec2015_Total1080OG457.fasta.aln_gene519,
535	Borowiec2015_Total1080OG458.fasta.aln_gene520,Ryan2013_estgene209,Simion2017V2META14215-42-Calc_Hmm10-BMGE05,
536	Hejnol2009Tribe2554_0,Borowiec2015_Total1080OG465.fasta.aln_gene526,Simion2017V2META14619-42-Calc_Hmm10-BMGE05,
537	Borowiec2015_Total1080OG466.fasta.aln_gene527,Hejnol2009Tribe2998_0,Simion2017V2META13277-42-Calc_Hmm10-BMGE05,
538	Ryan2013_estgene54,Borowiec2015_Total1080OG469.fasta.aln_gene530,Hejnol2009Tribe2337_0,
539	Hejnol2009Tribe2127_0,Borowiec2015_Total1080OG487.fasta.aln_gene550,Ryan2013_estgene337,
540	Simion2017V2META12991-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe4271_0,Borowiec2015_Total1080OG500.fasta.aln_gene565,
541	Moroz2014_3d866,Simion2017V2META11713-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG502.fasta.aln_gene567,
542	Hejnol2009Tribe3942_0,Simion2017V2META15228-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG503.fasta.aln_gene568,
543	Borowiec2015_Total1080OG505.fasta.aln_gene570,Ryan2013_estgene281,Hejnol2009Tribe2276_0,
544	Borowiec2015_Total1080OG514.fasta.aln_gene577,Simion2017V2META13810-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3781_0,
545	Borowiec2015_Total1080OG515.fasta.aln_gene578,Ryan2013_estgene2,Simion2017V2META11079-2-42-Calc_Hmm10-BMGE05,
546	Simion2017V2META14976-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe1950_0,Borowiec2015_Total1080OG520.fasta.aln_gene584,
547	Borowiec2015_Total1080OG522.fasta.aln_gene586,Hejnol2009Tribe589_0,Ryan2013_estgene371,
548	Hejnol2009Tribe1927_0,Simion2017V2META12793-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG532.fasta.aln_gene595,
549	Simion2017V2META13715-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3249_0,Borowiec2015_Total1080OG537.fasta.aln_gene600,
550	Hejnol2009Tribe2149_0,Borowiec2015_Total1080OG539.fasta.aln_gene602,Simion2017V2META13455-42-Calc_Hmm10-BMGE05,
551	Borowiec2015_Total1080OG546.fasta.aln_gene610,Whelan2017_strictSubset10,Simion2017V2META13203-42-Calc_Hmm10-BMGE05,
552	Borowiec2015_Total1080OG551.fasta.aln_gene614,Hejnol2009Tribe2210_0,Simion2017V2META13225-42-Calc_Hmm10-BMGE05,
553	Borowiec2015_Total1080OG558.fasta.aln_gene620,Hejnol2009Tribe4356_0,Simion2017V2META13929-42-Calc_Hmm10-BMGE05,
554	Borowiec2015_Total1080OG564.fasta.aln_gene626,Hejnol2009Tribe2360_0,Simion2017V2META15241-42-Calc_Hmm10-BMGE05,
555	Borowiec2015_Total1080OG571.fasta.aln_gene634,Hejnol2009Tribe2377_0,Simion2017V2META13825-42-Calc_Hmm10-BMGE05,
556	Borowiec2015_Total1080OG578.fasta.aln_gene641,Hejnol2009Tribe3270_0,Simion2017V2META16512-42-Calc_Hmm10-BMGE05,
557	Ryan2013_estgene304,Borowiec2015_Total1080OG583.fasta.aln_gene647,Simion2017V2META14776-42-Calc_Hmm10-BMGE05,
558	Hejnol2009Tribe4165_0,Simion2017V2META15341-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG586.fasta.aln_gene650,
559	Simion2017V2META14611-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2137_0,Borowiec2015_Total1080OG590.fasta.aln_gene655,
560	Borowiec2015_Total1080OG592.fasta.aln_gene657,Simion2017V2META13462-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3026_0,
561	Simion2017V2META13422-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2161_0,Borowiec2015_Total1080OG599.fasta.aln_gene664,
562	Whelan2017_fullSubset10_06,Borowiec2015_Total1080OG60.fasta.aln_gene677,Whelan2015_D1Gene_0442,
563	Simion2017V2META14882-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG601.fasta.aln_gene668,Hejnol2009Tribe4870_0,
564	Borowiec2015_Total1080OG603.fasta.aln_gene670,Simion2017V2META14161-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3455_0,
565	Borowiec2015_Total1080OG608.fasta.aln_gene675,Simion2017V2META14544-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3093_0,
566	Hejnol2009Tribe2221_0,Simion2017V2META15359-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG609.fasta.aln_gene676,
567	Borowiec2015_Total1080OG612.fasta.aln_gene679,Hejnol2009Tribe2549_0,Simion2017V2META13731-42-Calc_Hmm10-BMGE05,
568	Hejnol2009Tribe2198_0,Borowiec2015_Total1080OG618.fasta.aln_gene684,Simion2017V2META16781-42-Calc_Hmm10-BMGE05,
569	Simion2017V2META14605-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3041_0,Borowiec2015_Total1080OG634.fasta.aln_gene699,
570	Simion2017V2META14489-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3520_0,Borowiec2015_Total1080OG636.fasta.aln_gene701,
571	Borowiec2015_Total1080OG643.fasta.aln_gene708,Hejnol2009Tribe2610_0,Simion2017V2META14919-42-Calc_Hmm10-BMGE05,
572	Simion2017V2META15807-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2520_0,Borowiec2015_Total1080OG651.fasta.aln_gene717,
573	Simion2017V2META14057-42-Calc_Hmm10-BMGE05,Ryan2013_estgene122,Borowiec2015_Total1080OG658.fasta.aln_gene724,
574	Simion2017V2META14352-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3687_0,Borowiec2015_Total1080OG659.fasta.aln_gene725,
575	Simion2017V2META13730-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3741_0,Borowiec2015_Total1080OG662.fasta.aln_gene729,
576	Borowiec2015_Total1080OG666.fasta.aln_gene733,Ryan2013_estgene67,Simion2017V2META13676-42-Calc_Hmm10-BMGE05,
577	Borowiec2015_Total1080OG68.fasta.aln_gene759,Ryan2013_estgene108,Simion2017V2META13508-42-Calc_Hmm10-BMGE05,
578	Borowiec2015_Total1080OG681.fasta.aln_gene750,Hejnol2009Tribe2458_0,Simion2017V2META13428-42-Calc_Hmm10-BMGE05,
579	Borowiec2015_Total1080OG688.fasta.aln_gene757,Hejnol2009Tribe3123_0,Simion2017V2META15683-42-Calc_Hmm10-BMGE05,
580	Simion2017V2META14946-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG692.fasta.aln_gene762,Hejnol2009Tribe2307_0,
