	component_number	matrix_partition
3514	873	Borowiec2015_Total1080OG424.fasta.aln_gene484
3515	873	Hejnol2009Tribe3545_0
3516	874	Borowiec2015_Total1080OG431.fasta.aln_gene492
3517	874	Hejnol2009Tribe2248_0
3518	875	Borowiec2015_Total1080OG434.fasta.aln_gene495
3519	875	Hejnol2009Tribe2334_0
3520	876	Borowiec2015_Total1080OG436.fasta.aln_gene496
3521	876	Simion2017V2META13337-42-Calc_Hmm10-BMGE05
3522	877	Borowiec2015_Total1080OG437.fasta.aln_gene497
3523	877	Hejnol2009Tribe3915_0
3524	878	Borowiec2015_Total1080OG451.fasta.aln_gene513
3525	878	Simion2017V2META12903-42-Calc_Hmm10-BMGE05
3526	879	Simion2017V2META13785-42-Calc_Hmm10-BMGE05
3527	879	Borowiec2015_Total1080OG456.fasta.aln_gene518
3528	880	Borowiec2015_Total1080OG459.fasta.aln_gene521
3529	880	Simion2017V2META13739-42-Calc_Hmm10-BMGE05
3530	881	Simion2017V2META13314-42-Calc_Hmm10-BMGE05
3531	881	Borowiec2015_Total1080OG461.fasta.aln_gene523
3532	882	Borowiec2015_Total1080OG462.fasta.aln_gene524
3533	882	Hejnol2009Tribe3307_0
3534	883	Hejnol2009Tribe3111_0
3535	883	Borowiec2015_Total1080OG468.fasta.aln_gene529
3536	884	Borowiec2015_Total1080OG47.fasta.aln_gene542
3537	884	Simion2017V2META10876-1-42-Calc_Hmm10-BMGE05
3538	885	Borowiec2015_Total1080OG475.fasta.aln_gene537
3539	885	Hejnol2009Tribe7579_0
3540	886	Simion2017V2META14859-42-Calc_Hmm10-BMGE05
3541	886	Borowiec2015_Total1080OG476.fasta.aln_gene538
3542	887	Borowiec2015_Total1080OG477.fasta.aln_gene539
3543	887	Hejnol2009Tribe4738_0
3544	888	Simion2017V2META10876-2-42-Calc_Hmm10-BMGE05
3545	888	Borowiec2015_Total1080OG48.fasta.aln_gene553
3546	889	Hejnol2009Tribe2478_0
3547	889	Borowiec2015_Total1080OG480.fasta.aln_gene543
3548	890	Hejnol2009Tribe3853_0
3549	890	Borowiec2015_Total1080OG484.fasta.aln_gene547
3550	891	Simion2017V2META10745-1-42-Calc_Hmm10-BMGE05
3551	891	Borowiec2015_Total1080OG486.fasta.aln_gene549
3552	892	Simion2017V2META14125-42-Calc_Hmm10-BMGE05
3553	892	Borowiec2015_Total1080OG488.fasta.aln_gene551
3554	893	Simion2017V2META15545-42-Calc_Hmm10-BMGE05
3555	893	Borowiec2015_Total1080OG495.fasta.aln_gene559
3556	894	Simion2017V2META13685-42-Calc_Hmm10-BMGE05
3557	894	Borowiec2015_Total1080OG501.fasta.aln_gene566
3558	895	Borowiec2015_Total1080OG506.fasta.aln_gene571
3559	895	Hejnol2009Tribe2150_0
3560	896	Borowiec2015_Total1080OG510.fasta.aln_gene573
3561	896	Whelan2017_fullSubset26_01
3562	897	Simion2017V2META14914-42-Calc_Hmm10-BMGE05
3563	897	Borowiec2015_Total1080OG516.fasta.aln_gene579
3564	898	Borowiec2015_Total1080OG517.fasta.aln_gene580
3565	898	Simion2017V2META15685-42-Calc_Hmm10-BMGE05
3566	899	Simion2017V2META11302-42-Calc_Hmm10-BMGE05
3567	899	Borowiec2015_Total1080OG521.fasta.aln_gene585
3568	900	Borowiec2015_Total1080OG523.fasta.aln_gene587
3569	900	Hejnol2009Tribe1721_0
3570	901	Simion2017V2META11348-42-Calc_Hmm10-BMGE05
3571	901	Borowiec2015_Total1080OG524.fasta.aln_gene588
3572	902	Borowiec2015_Total1080OG526.fasta.aln_gene590
3573	902	Simion2017V2META13038-2-42-Calc_Hmm10-BMGE05
3574	903	Hejnol2009Tribe4479_0
3575	903	Borowiec2015_Total1080OG536.fasta.aln_gene599
3576	904	Hejnol2009Tribe2466_0
3577	904	Borowiec2015_Total1080OG541.fasta.aln_gene605
3578	905	Borowiec2015_Total1080OG542.fasta.aln_gene606
3579	905	Hejnol2009Tribe3184_0
3580	906	Borowiec2015_Total1080OG543.fasta.aln_gene607
3581	906	Hejnol2009Tribe1971_0
3582	907	Borowiec2015_Total1080OG545.fasta.aln_gene609
3583	907	Simion2017V2META15618-42-Calc_Hmm10-BMGE05
3584	908	Simion2017V2META13112-42-Calc_Hmm10-BMGE05
3585	908	Borowiec2015_Total1080OG547.fasta.aln_gene611
3586	909	Borowiec2015_Total1080OG550.fasta.aln_gene613
3587	909	Ryan2013_estgene72
3588	910	Simion2017V2META13671-42-Calc_Hmm10-BMGE05
3589	910	Borowiec2015_Total1080OG552.fasta.aln_gene615
3590	911	Simion2017V2META13173-42-Calc_Hmm10-BMGE05
3591	911	Borowiec2015_Total1080OG563.fasta.aln_gene625
3592	912	Borowiec2015_Total1080OG566.fasta.aln_gene628
3593	912	Simion2017V2META13616-42-Calc_Hmm10-BMGE05
3594	913	Borowiec2015_Total1080OG568.fasta.aln_gene630
3595	913	Simion2017V2META13746-42-Calc_Hmm10-BMGE05
3596	914	Hejnol2009Tribe2906_0
3597	914	Borowiec2015_Total1080OG569.fasta.aln_gene631
3598	915	Borowiec2015_Total1080OG570.fasta.aln_gene633
3599	915	Hejnol2009Tribe3269_0
3600	916	Borowiec2015_Total1080OG572.fasta.aln_gene635
3601	916	Hejnol2009Tribe3954_0
3602	917	Hejnol2009Tribe2394_0
3603	917	Borowiec2015_Total1080OG574.fasta.aln_gene637
3604	918	Borowiec2015_Total1080OG576.fasta.aln_gene639
3605	918	Simion2017V2META13717-42-Calc_Hmm10-BMGE05
3606	919	Hejnol2009Tribe5359_0
3607	919	Borowiec2015_Total1080OG577.fasta.aln_gene640
3608	920	Hejnol2009Tribe3633_0
3609	920	Borowiec2015_Total1080OG580.fasta.aln_gene644
3610	921	Hejnol2009Tribe2824_0
3611	921	Borowiec2015_Total1080OG582.fasta.aln_gene646
3612	922	Borowiec2015_Total1080OG584.fasta.aln_gene648
3613	922	Hejnol2009Tribe4806_0
3614	923	Borowiec2015_Total1080OG587.fasta.aln_gene651
3615	923	Simion2017V2META14206-42-Calc_Hmm10-BMGE05
3616	924	Borowiec2015_Total1080OG59.fasta.aln_gene665
3617	924	Ryan2013_estgene51
3618	925	Hejnol2009Tribe2514_0
3619	925	Borowiec2015_Total1080OG591.fasta.aln_gene656
3620	926	Hejnol2009Tribe3229_0
3621	926	Borowiec2015_Total1080OG595.fasta.aln_gene660
3622	927	Borowiec2015_Total1080OG604.fasta.aln_gene671
3623	927	Hejnol2009Tribe1893_0
3624	928	Borowiec2015_Total1080OG613.fasta.aln_gene680
3625	928	Hejnol2009Tribe2340_0
3626	929	Borowiec2015_Total1080OG614.fasta.aln_gene681
3627	929	Simion2017V2META14909-42-Calc_Hmm10-BMGE05
3628	930	Borowiec2015_Total1080OG62.fasta.aln_gene694
3629	930	Simion2017V2META13716-42-Calc_Hmm10-BMGE05
3630	931	Borowiec2015_Total1080OG621.fasta.aln_gene687
3631	931	Hejnol2009Tribe3565_0
3632	932	Borowiec2015_Total1080OG627.fasta.aln_gene691
3633	932	Simion2017V2META15354-42-Calc_Hmm10-BMGE05
3634	933	Simion2017V2META12760-42-Calc_Hmm10-BMGE05
3635	933	Borowiec2015_Total1080OG628.fasta.aln_gene692
3636	934	Borowiec2015_Total1080OG630.fasta.aln_gene695
3637	934	Hejnol2009Tribe2755_0
3638	935	Simion2017V2META14806-42-Calc_Hmm10-BMGE05
3639	935	Borowiec2015_Total1080OG639.fasta.aln_gene703
3640	936	Whelan2017_fullSubset4_08
3641	936	Borowiec2015_Total1080OG640.fasta.aln_gene705
3642	937	Borowiec2015_Total1080OG641.fasta.aln_gene706
3643	937	Whelan2017_fullSubset4_07
3644	938	Simion2017V2META13516-42-Calc_Hmm10-BMGE05
3645	938	Borowiec2015_Total1080OG644.fasta.aln_gene709
3646	939	Hejnol2009Tribe2851_0
3647	939	Borowiec2015_Total1080OG646.fasta.aln_gene711
3648	940	Borowiec2015_Total1080OG648.fasta.aln_gene713
3649	940	Simion2017V2META14807-42-Calc_Hmm10-BMGE05
3650	941	Simion2017V2META10079-1-1-1-42-Calc_Hmm10-BMGE05
3651	941	Borowiec2015_Total1080OG65.fasta.aln_gene726
3652	942	Borowiec2015_Total1080OG650.fasta.aln_gene716
3653	942	Simion2017V2META13340-42-Calc_Hmm10-BMGE05
3654	943	Borowiec2015_Total1080OG653.fasta.aln_gene719
3655	943	Hejnol2009Tribe4470_0
3656	944	Borowiec2015_Total1080OG656.fasta.aln_gene722
3657	944	Hejnol2009Tribe3087_0
3658	945	Simion2017V2META13086-42-Calc_Hmm10-BMGE05
3659	945	Borowiec2015_Total1080OG657.fasta.aln_gene723
3660	946	Borowiec2015_Total1080OG661.fasta.aln_gene728
3661	946	Hejnol2009Tribe3406_0
3662	947	Hejnol2009Tribe2952_0
3663	947	Borowiec2015_Total1080OG671.fasta.aln_gene739
3664	948	Borowiec2015_Total1080OG673.fasta.aln_gene741
3665	948	Hejnol2009Tribe4511_0
3666	949	Hejnol2009Tribe2142_0
3667	949	Borowiec2015_Total1080OG674.fasta.aln_gene742
3668	950	Borowiec2015_Total1080OG677.fasta.aln_gene745
3669	950	Simion2017V2META15438-42-Calc_Hmm10-BMGE05
3670	951	Borowiec2015_Total1080OG678.fasta.aln_gene746
3671	951	Hejnol2009Tribe3092_0
3672	952	Borowiec2015_Total1080OG683.fasta.aln_gene752
3673	952	Simion2017V2META14583-42-Calc_Hmm10-BMGE05
3674	953	Borowiec2015_Total1080OG684.fasta.aln_gene753
3675	953	Simion2017V2META12827-42-Calc_Hmm10-BMGE05
3676	954	Hejnol2009Tribe2306_0
3677	954	Borowiec2015_Total1080OG690.fasta.aln_gene760
3678	955	Borowiec2015_Total1080OG694.fasta.aln_gene764
3679	955	Simion2017V2META12111-42-Calc_Hmm10-BMGE05
3680	956	Borowiec2015_Total1080OG695.fasta.aln_gene765
3681	956	Hejnol2009Tribe2804_0
3682	957	Borowiec2015_Total1080OG698.fasta.aln_gene768
3683	957	Hejnol2009Tribe3410_0
3684	958	Borowiec2015_Total1080OG699.fasta.aln_gene769
3685	958	Simion2017V2META12234-42-Calc_Hmm10-BMGE05
3686	959	Borowiec2015_Total1080OG7.fasta.aln_gene877
3687	959	Borowiec2015_Total1080OG8.fasta.aln_gene985
3688	960	Borowiec2015_Total1080OG708.fasta.aln_gene779
3689	960	Hejnol2009Tribe3383_0
3690	961	Borowiec2015_Total1080OG710.fasta.aln_gene782
3691	961	Hejnol2009Tribe3337_0
3692	962	Simion2017V2META11672-2-42-Calc_Hmm10-BMGE05
3693	962	Borowiec2015_Total1080OG713.fasta.aln_gene785
3694	963	Simion2017V2META14413-42-Calc_Hmm10-BMGE05
3695	963	Borowiec2015_Total1080OG714.fasta.aln_gene786
3696	964	Hejnol2009Tribe3753_0
3697	964	Borowiec2015_Total1080OG715.fasta.aln_gene787
3698	965	Borowiec2015_Total1080OG718.fasta.aln_gene790
3699	965	Simion2017V2META14940-42-Calc_Hmm10-BMGE05
3700	966	Simion2017V2META12467-42-Calc_Hmm10-BMGE05
3701	966	Borowiec2015_Total1080OG719.fasta.aln_gene791
3702	967	Borowiec2015_Total1080OG722.fasta.aln_gene795
3703	967	Borowiec2015_Total1080OG721.fasta.aln_gene794
3704	968	Borowiec2015_Total1080OG729.fasta.aln_gene801
3705	968	Hejnol2009Tribe2414_0
3706	969	Simion2017V2META10033-2-1-42-Calc_Hmm10-BMGE05
3707	969	Borowiec2015_Total1080OG73.fasta.aln_gene812
3708	970	Borowiec2015_Total1080OG732.fasta.aln_gene805
3709	970	Simion2017V2META12983-42-Calc_Hmm10-BMGE05
3710	971	Hejnol2009Tribe2702_0
3711	971	Borowiec2015_Total1080OG734.fasta.aln_gene807
3712	972	Borowiec2015_Total1080OG736.fasta.aln_gene808
3713	972	Hejnol2009Tribe2320_0
3714	973	Simion2017V2META13673-42-Calc_Hmm10-BMGE05
3715	973	Borowiec2015_Total1080OG741.fasta.aln_gene814
3716	974	Borowiec2015_Total1080OG744.fasta.aln_gene817
3717	974	Hejnol2009Tribe4007_0
3718	975	Simion2017V2META12978-42-Calc_Hmm10-BMGE05
3719	975	Borowiec2015_Total1080OG745.fasta.aln_gene818
3720	976	Borowiec2015_Total1080OG746.fasta.aln_gene819
3721	976	Simion2017V2META15361-42-Calc_Hmm10-BMGE05
3722	977	Borowiec2015_Total1080OG749.fasta.aln_gene822
3723	977	Simion2017V2META12339-42-Calc_Hmm10-BMGE05
3724	978	Hejnol2009Tribe4499_0
3725	978	Borowiec2015_Total1080OG759.fasta.aln_gene833
3726	979	Simion2017V2META10917-2-42-Calc_Hmm10-BMGE05
3727	979	Borowiec2015_Total1080OG76.fasta.aln_gene845
3728	980	Borowiec2015_Total1080OG761.fasta.aln_gene836
3729	980	Hejnol2009Tribe1392_0
3730	981	Borowiec2015_Total1080OG770.fasta.aln_gene846
3731	981	Simion2017V2META14473-42-Calc_Hmm10-BMGE05
3732	982	Borowiec2015_Total1080OG772.fasta.aln_gene848
3733	982	Hejnol2009Tribe3510_0
3734	983	Borowiec2015_Total1080OG776.fasta.aln_gene851
3735	983	Hejnol2009Tribe2780_0
3736	984	Hejnol2009Tribe4448_0
3737	984	Borowiec2015_Total1080OG781.fasta.aln_gene857
3738	985	Hejnol2009Tribe1540_0
3739	985	Borowiec2015_Total1080OG783.fasta.aln_gene859
3740	986	Moroz2014_3d844
3741	986	Borowiec2015_Total1080OG785.fasta.aln_gene861
3742	987	Hejnol2009Tribe3263_0
3743	987	Borowiec2015_Total1080OG787.fasta.aln_gene863
3744	988	Borowiec2015_Total1080OG793.fasta.aln_gene869
3745	988	Hejnol2009Tribe2773_0
3746	989	Borowiec2015_Total1080OG801.fasta.aln_gene879
3747	989	Hejnol2009Tribe3756_0
3748	990	Simion2017V2META13414-42-Calc_Hmm10-BMGE05
3749	990	Borowiec2015_Total1080OG802.fasta.aln_gene880
3750	991	Borowiec2015_Total1080OG804.fasta.aln_gene882
3751	991	Hejnol2009Tribe4971_0
3752	992	Hejnol2009Tribe2459_0
3753	992	Borowiec2015_Total1080OG814.fasta.aln_gene893
3754	993	Simion2017V2META15608-42-Calc_Hmm10-BMGE05
3755	993	Borowiec2015_Total1080OG817.fasta.aln_gene896
3756	994	Borowiec2015_Total1080OG818.fasta.aln_gene897
3757	994	Hejnol2009Tribe3608_0
3758	995	Borowiec2015_Total1080OG819.fasta.aln_gene898
3759	995	Simion2017V2META15177-42-Calc_Hmm10-BMGE05
3760	996	Borowiec2015_Total1080OG820.fasta.aln_gene900
3761	996	Simion2017V2META14668-42-Calc_Hmm10-BMGE05
3762	997	Borowiec2015_Total1080OG829.fasta.aln_gene909
3763	997	Simion2017V2META15296-42-Calc_Hmm10-BMGE05
3764	998	Borowiec2015_Total1080OG838.fasta.aln_gene918
3765	998	Simion2017V2META12523-42-Calc_Hmm10-BMGE05
3766	999	Simion2017V2META14756-42-Calc_Hmm10-BMGE05
3767	999	Borowiec2015_Total1080OG839.fasta.aln_gene919
3768	1000	Borowiec2015_Total1080OG840.fasta.aln_gene921
3769	1000	Hejnol2009Tribe3672_0
3770	1001	Borowiec2015_Total1080OG847.fasta.aln_gene927
3771	1001	Simion2017V2META13547-42-Calc_Hmm10-BMGE05
3772	1002	Borowiec2015_Total1080OG850.fasta.aln_gene931
3773	1002	Simion2017V2META14982-42-Calc_Hmm10-BMGE05
3774	1003	Hejnol2009Tribe2842_0
3775	1003	Borowiec2015_Total1080OG852.fasta.aln_gene933
3776	1004	Hejnol2009Tribe3617_0
3777	1004	Borowiec2015_Total1080OG854.fasta.aln_gene935
3778	1005	Borowiec2015_Total1080OG862.fasta.aln_gene943
3779	1005	Simion2017V2META11934-42-Calc_Hmm10-BMGE05
3780	1006	Borowiec2015_Total1080OG866.fasta.aln_gene947
3781	1006	Simion2017V2META14357-42-Calc_Hmm10-BMGE05
3782	1007	Borowiec2015_Total1080OG867.fasta.aln_gene948
3783	1007	Simion2017V2META15519-42-Calc_Hmm10-BMGE05
3784	1008	Simion2017V2META15352-42-Calc_Hmm10-BMGE05
3785	1008	Borowiec2015_Total1080OG872.fasta.aln_gene954
3786	1009	Simion2017V2META14504-42-Calc_Hmm10-BMGE05
3787	1009	Borowiec2015_Total1080OG874.fasta.aln_gene956
3788	1010	Borowiec2015_Total1080OG877.fasta.aln_gene959
3789	1010	Hejnol2009Tribe1952_0
3790	1011	Borowiec2015_Total1080OG880.fasta.aln_gene963
3791	1011	Hejnol2009Tribe3962_0
3792	1012	Borowiec2015_Total1080OG882.fasta.aln_gene965
3793	1012	Hejnol2009Tribe3079_0
3794	1013	Simion2017V2META14903-42-Calc_Hmm10-BMGE05
3795	1013	Borowiec2015_Total1080OG883.fasta.aln_gene966
3796	1014	Borowiec2015_Total1080OG884.fasta.aln_gene967
3797	1014	Hejnol2009Tribe2753_0
3798	1015	Borowiec2015_Total1080OG885.fasta.aln_gene968
3799	1015	Simion2017V2META14912-42-Calc_Hmm10-BMGE05
3800	1016	Hejnol2009Tribe3623_0
3801	1016	Borowiec2015_Total1080OG886.fasta.aln_gene969
3802	1017	Borowiec2015_Total1080OG888.fasta.aln_gene971
3803	1017	Hejnol2009Tribe4430_0
3804	1018	Borowiec2015_Total1080OG889.fasta.aln_gene972
3805	1018	Hejnol2009Tribe2016_0
3806	1019	Borowiec2015_Total1080OG891.fasta.aln_gene975
3807	1019	Hejnol2009Tribe2735_0
3808	1020	Simion2017V2META16042-42-Calc_Hmm10-BMGE05
3809	1020	Borowiec2015_Total1080OG892.fasta.aln_gene976
3810	1021	Hejnol2009Tribe2671_0
3811	1021	Borowiec2015_Total1080OG894.fasta.aln_gene978
3812	1022	Hejnol2009Tribe2552_0
3813	1022	Borowiec2015_Total1080OG895.fasta.aln_gene979
3814	1023	Hejnol2009Tribe2670_0
3815	1023	Borowiec2015_Total1080OG899.fasta.aln_gene983
3816	1024	Hejnol2009Tribe3807_0
3817	1024	Borowiec2015_Total1080OG907.fasta.aln_gene993
3818	1025	Borowiec2015_Total1080OG91.fasta.aln_gene1005
3819	1025	Simion2017V2META11216-1-42-Calc_Hmm10-BMGE05
3820	1026	Borowiec2015_Total1080OG910.fasta.aln_gene997
3821	1026	Simion2017V2META16125-42-Calc_Hmm10-BMGE05
3822	1027	Borowiec2015_Total1080OG911.fasta.aln_gene998
3823	1027	Simion2017V2META14194-42-Calc_Hmm10-BMGE05
3824	1028	Hejnol2009Tribe3262_0
3825	1028	Borowiec2015_Total1080OG913.fasta.aln_gene999
3826	1029	Hejnol2009Tribe3206_0
3827	1029	Borowiec2015_Total1080OG914.fasta.aln_gene1000
3828	1030	Borowiec2015_Total1080OG92.fasta.aln_gene1014
3829	1030	Borowiec2015_Total1080OG93.fasta.aln_gene1024
3830	1031	Borowiec2015_Total1080OG923.fasta.aln_gene1008
3831	1031	Simion2017V2META15699-42-Calc_Hmm10-BMGE05
3832	1032	Borowiec2015_Total1080OG926.fasta.aln_gene1010
3833	1032	Hejnol2009Tribe3160_0
3834	1033	Borowiec2015_Total1080OG928.fasta.aln_gene1012
3835	1033	Simion2017V2META14158-42-Calc_Hmm10-BMGE05
3836	1034	Borowiec2015_Total1080OG932.fasta.aln_gene1017
3837	1034	Hejnol2009Tribe3420_0
3838	1035	Hejnol2009Tribe3393_0
3839	1035	Borowiec2015_Total1080OG934.fasta.aln_gene1019
3840	1036	Simion2017V2META13756-42-Calc_Hmm10-BMGE05
3841	1036	Borowiec2015_Total1080OG935.fasta.aln_gene1020
3842	1037	Simion2017V2META14584-42-Calc_Hmm10-BMGE05
3843	1037	Borowiec2015_Total1080OG937.fasta.aln_gene1021
3844	1038	Borowiec2015_Total1080OG938.fasta.aln_gene1022
3845	1038	Hejnol2009Tribe4612_0
3846	1039	Hejnol2009Tribe3414_0
3847	1039	Borowiec2015_Total1080OG939.fasta.aln_gene1023
3848	1040	Simion2017V2META13991-42-Calc_Hmm10-BMGE05
3849	1040	Borowiec2015_Total1080OG941.fasta.aln_gene1026
3850	1041	Borowiec2015_Total1080OG942.fasta.aln_gene1027
3851	1041	Simion2017V2META14490-42-Calc_Hmm10-BMGE05
3852	1042	Hejnol2009Tribe3098_0
3853	1042	Borowiec2015_Total1080OG944.fasta.aln_gene1029
3854	1043	Hejnol2009Tribe1921_0
3855	1043	Borowiec2015_Total1080OG946.fasta.aln_gene1031
3856	1044	Borowiec2015_Total1080OG949.fasta.aln_gene1033
3857	1044	Hejnol2009Tribe3034_0
3858	1045	Simion2017V2META13994-42-Calc_Hmm10-BMGE05
3859	1045	Borowiec2015_Total1080OG952.fasta.aln_gene1037
3860	1046	Borowiec2015_Total1080OG96.fasta.aln_gene1054
3861	1046	Ryan2013_estgene330
3862	1047	Hejnol2009Tribe4346_0
3863	1047	Borowiec2015_Total1080OG963.fasta.aln_gene1048
3864	1048	Borowiec2015_Total1080OG964.fasta.aln_gene1049
3865	1048	Hejnol2009Tribe3767_0
3866	1049	Hejnol2009Tribe4301_0
3867	1049	Borowiec2015_Total1080OG967.fasta.aln_gene1051
3868	1050	Hejnol2009Tribe3082_0
3869	1050	Borowiec2015_Total1080OG968.fasta.aln_gene1052
3870	1051	Hejnol2009Tribe3253_0
3871	1051	Borowiec2015_Total1080OG969.fasta.aln_gene1053
3872	1052	Borowiec2015_Total1080OG970.fasta.aln_gene1055
3873	1052	Simion2017V2META13575-42-Calc_Hmm10-BMGE05
3874	1053	Borowiec2015_Total1080OG974.fasta.aln_gene1058
3875	1053	Simion2017V2META14673-42-Calc_Hmm10-BMGE05
3876	1054	Borowiec2015_Total1080OG975.fasta.aln_gene1059
3877	1054	Hejnol2009Tribe3301_0
3878	1055	Borowiec2015_Total1080OG976.fasta.aln_gene1060
3879	1055	Simion2017V2META16945-42-Calc_Hmm10-BMGE05
3880	1056	Borowiec2015_Total1080OG980.fasta.aln_gene1064
3881	1056	Simion2017V2META14193-42-Calc_Hmm10-BMGE05
3882	1057	Borowiec2015_Total1080OG981.fasta.aln_gene1065
3883	1057	Simion2017V2META11039-1-2-42-Calc_Hmm10-BMGE05
3884	1058	Borowiec2015_Total1080OG982.fasta.aln_gene1066
3885	1058	Hejnol2009Tribe5470_0
3886	1059	Simion2017V2META17408-42-Calc_Hmm10-BMGE05
3887	1059	Borowiec2015_Total1080OG983.fasta.aln_gene1067
3888	1060	Simion2017V2META14524-42-Calc_Hmm10-BMGE05
3889	1060	Borowiec2015_Total1080OG989.fasta.aln_gene1071
3890	1061	Borowiec2015_Total1080OG99.fasta.aln_gene1079
3891	1061	Simion2017V2META14420-42-Calc_Hmm10-BMGE05
3892	1062	Simion2017V2META15326-42-Calc_Hmm10-BMGE05
3893	1062	Borowiec2015_Total1080OG993.fasta.aln_gene1075
3894	1063	Hejnol2009Tribe4526_0
3895	1063	Borowiec2015_Total1080OG997.fasta.aln_gene1077
3896	1064	Chang2015atpsynthalpha
3897	1064	Philippe2009Gene_0004
3898	1065	Simion2017V2META10445-2-42-Calc_Hmm10-BMGE05
3899	1065	Chang2015hsp90_01
3900	1066	Simion2017V2META12326-42-Calc_Hmm10-BMGE05
3901	1066	Chang2015if2p
3902	1067	Simion2017V2META14928-42-Calc_Hmm10-BMGE05
3903	1067	Chang2015l12e
3904	1068	Philippe2009Gene_0036
3905	1068	Chang2015ornamtrans
3906	1069	Philippe2009Gene_0041
3907	1069	Chang2015psma
3908	1070	Simion2017V2META14096-42-Calc_Hmm10-BMGE05
3909	1070	Chang2015rf1
3910	1071	Simion2017V2META10274-2-1-2-42-Calc_Hmm10-BMGE05
3911	1071	Chang2015rpo
3912	1072	Chang2015rrp46
3913	1072	Simion2017V2META13792-42-Calc_Hmm10-BMGE05
3914	1073	Chang2015stbproptase2a
3915	1073	Philippe2009Gene_0121
3916	1074	Chang2015tribe1200
3917	1074	Dunn2008Tribe1200
3918	1075	Chang2015tribe495
3919	1075	Dunn2008Tribe495
3920	1076	Dunn2008Tribe508
3921	1076	Chang2015tribe508
3922	1077	Chang2015tribe542
3923	1077	Dunn2008Tribe542
3924	1078	Philippe2009Gene_0125
3925	1078	Chang2015vata
3926	1079	Simion2017V2META12677-42-Calc_Hmm10-BMGE05
3927	1079	Chang2015vatc
3928	1080	Simion2017V2META14840-42-Calc_Hmm10-BMGE05
3929	1080	Dunn2008Tribe1012
3930	1081	Hejnol2009Tribe1468_0
3931	1081	Dunn2008Tribe1020
3932	1082	Ryan2013_estgene319
3933	1082	Dunn2008Tribe1026
3934	1083	Hejnol2009Tribe1344_0
3935	1083	Dunn2008Tribe1041
3936	1084	Dunn2008Tribe1077
3937	1084	Hejnol2009Tribe1350_0
3938	1085	Simion2017V2META14589-42-Calc_Hmm10-BMGE05
3939	1085	Dunn2008Tribe1081
3940	1086	Dunn2008Tribe1129
3941	1086	Hejnol2009Tribe1388_0
3942	1087	Hejnol2009Tribe1439_0
3943	1087	Dunn2008Tribe1170
3944	1088	Dunn2008Tribe1409
3945	1088	Hejnol2009Tribe2024_0
3946	1089	Dunn2008Tribe1646
3947	1089	Hejnol2009Tribe1672_0
3948	1090	Ryan2013_estgene126
3949	1090	Dunn2008Tribe550
3950	1091	Dunn2008Tribe619
3951	1091	Ryan2013_estgene224
3952	1092	Hejnol2009Tribe834_0
3953	1092	Dunn2008Tribe632
3954	1093	Dunn2008Tribe686
3955	1093	Hejnol2009Tribe945_0
3956	1094	Dunn2008Tribe782
3957	1094	Hejnol2009Tribe1060_0
3958	1095	Dunn2008Tribe850
3959	1095	Ryan2013_estgene158
3960	1096	Dunn2008Tribe858
3961	1096	Hejnol2009Tribe1222_1
3962	1097	Dunn2008Tribe861
3963	1097	Hejnol2009Tribe1185_0
3964	1098	Hejnol2009Tribe1215_0
3965	1098	Dunn2008Tribe905
3966	1099	Hejnol2009Tribe1067_0
3967	1099	Simion2017V2META13194-42-Calc_Hmm10-BMGE05
3968	1100	Hejnol2009Tribe1134_0
3969	1100	Simion2017V2META12452-42-Calc_Hmm10-BMGE05
3970	1101	Hejnol2009Tribe1300_0
3971	1101	Simion2017V2META14939-42-Calc_Hmm10-BMGE05
3972	1102	Ryan2013_estgene213
3973	1102	Hejnol2009Tribe1351_0
3974	1103	Simion2017V2META14007-42-Calc_Hmm10-BMGE05
3975	1103	Hejnol2009Tribe1413_0
3976	1104	Hejnol2009Tribe1473_0
3977	1104	Simion2017V2META14828-42-Calc_Hmm10-BMGE05
3978	1105	Simion2017V2META13548-42-Calc_Hmm10-BMGE05
3979	1105	Hejnol2009Tribe1514_0
3980	1106	Simion2017V2META12999-42-Calc_Hmm10-BMGE05
3981	1106	Hejnol2009Tribe1515_0
3982	1107	Hejnol2009Tribe1519_0
3983	1107	Simion2017V2META16965-42-Calc_Hmm10-BMGE05
3984	1108	Hejnol2009Tribe1569_0
3985	1108	Simion2017V2META13811-42-Calc_Hmm10-BMGE05
3986	1109	Hejnol2009Tribe1596_0
3987	1109	Simion2017V2META16032-42-Calc_Hmm10-BMGE05
3988	1110	Simion2017V2META12311-42-Calc_Hmm10-BMGE05
3989	1110	Hejnol2009Tribe1686_0
3990	1111	Hejnol2009Tribe1729_0
3991	1111	Simion2017V2META13377-42-Calc_Hmm10-BMGE05
3992	1112	Hejnol2009Tribe1762_0
3993	1112	Borowiec2015_Total1080OG1044.fasta.aln_gene41
3994	1113	Hejnol2009Tribe1766_0
3995	1113	Whelan2015_D1Gene_0107
3996	1114	Hejnol2009Tribe1866_0
3997	1114	Simion2017V2META15338-42-Calc_Hmm10-BMGE05
3998	1115	Ryan2013_estgene374
3999	1115	Hejnol2009Tribe1871_0
4000	1116	Simion2017V2META12539-42-Calc_Hmm10-BMGE05
4001	1116	Hejnol2009Tribe1941_0
4002	1117	Ryan2013_estgene301
4003	1117	Hejnol2009Tribe2030_0
4004	1118	Simion2017V2META14446-42-Calc_Hmm10-BMGE05
